chat template sha256: 7de1c58e208eda46e9c7f86397df37ec49883aeece39fb961e0a6b24088dd3c4
data/sft_v2_eot.jsonl: kept 50758/52273  dropped(too long) 1515 (2.898%)  p50=330 p99=2339 max=3127
liger fused-linear-CE patched into gemma3

Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
                                                    

 23%|██▎       | 360/1587 [19:46<1:09:24,  3.39s/it]
 23%|██▎       | 361/1587 [19:49<1:03:45,  3.12s/it]
 23%|██▎       | 362/1587 [19:51<59:34,  2.92s/it]  
 23%|██▎       | 363/1587 [19:53<56:26,  2.77s/it]
 23%|██▎       | 364/1587 [19:57<59:20,  2.91s/it]
 23%|██▎       | 365/1587 [20:00<1:02:49,  3.08s/it]
 23%|██▎       | 366/1587 [20:04<1:04:52,  3.19s/it]
 23%|██▎       | 367/1587 [20:07<1:08:15,  3.36s/it]
 23%|██▎       | 368/1587 [20:11<1:07:59,  3.35s/it]
 23%|██▎       | 369/1587 [20:14<1:07:36,  3.33s/it]
 23%|██▎       | 370/1587 [20:17<1:07:13,  3.31s/it]
                                                    

 23%|██▎       | 370/1587 [20:17<1:07:13,  3.31s/it]
 23%|██▎       | 371/1587 [20:20<1:06:50,  3.30s/it]
 23%|██▎       | 372/1587 [20:24<1:06:16,  3.27s/it]
 24%|██▎       | 373/1587 [20:27<1:05:24,  3.23s/it]
 24%|██▎       | 374/1587 [20:30<1:06:45,  3.30s/it]
 24%|██▎       | 375/1587 [20:33<1:05:18,  3.23s/it]
 24%|██▎       | 376/1587 [20:36<1:04:04,  3.17s/it]
 24%|██▍       | 377/1587 [20:39<1:03:00,  3.12s/it]
 24%|██▍       | 378/1587 [20:42<1:02:06,  3.08s/it]
 24%|██▍       | 379/1587 [20:45<1:01:21,  3.05s/it]
 24%|██▍       | 380/1587 [20:48<1:00:54,  3.03s/it]
                                                    

 24%|██▍       | 380/1587 [20:48<1:00:54,  3.03s/it]
 24%|██▍       | 381/1587 [20:52<1:02:48,  3.12s/it]
 24%|██▍       | 382/1587 [20:55<1:01:38,  3.07s/it]
 24%|██▍       | 383/1587 [20:58<1:00:37,  3.02s/it]
 24%|██▍       | 384/1587 [21:00<59:34,  2.97s/it]  
 24%|██▍       | 385/1587 [21:03<58:43,  2.93s/it]
 24%|██▍       | 386/1587 [21:06<57:51,  2.89s/it]
 24%|██▍       | 387/1587 [21:09<57:11,  2.86s/it]
 24%|██▍       | 388/1587 [21:12<58:59,  2.95s/it]
 25%|██▍       | 389/1587 [21:15<57:42,  2.89s/it]
 25%|██▍       | 390/1587 [21:17<56:43,  2.84s/it]
                                                  

 25%|██▍       | 390/1587 [21:18<56:43,  2.84s/it]
 25%|██▍       | 391/1587 [21:20<55:57,  2.81s/it]
 25%|██▍       | 392/1587 [21:23<55:00,  2.76s/it]
 25%|██▍       | 393/1587 [21:25<54:09,  2.72s/it]
 25%|██▍       | 394/1587 [21:28<53:18,  2.68s/it]
 25%|██▍       | 395/1587 [21:31<54:55,  2.76s/it]
 25%|██▍       | 396/1587 [21:34<53:38,  2.70s/it]
 25%|██▌       | 397/1587 [21:36<52:17,  2.64s/it]
 25%|██▌       | 398/1587 [21:39<51:04,  2.58s/it]
 25%|██▌       | 399/1587 [21:41<51:35,  2.61s/it]
 25%|██▌       | 400/1587 [21:45<56:05,  2.84s/it]
                                                  

 25%|██▌       | 400/1587 [21:45<56:05,  2.84s/it]
 25%|██▌       | 401/1587 [21:51<1:17:49,  3.94s/it]
 25%|██▌       | 402/1587 [21:58<1:35:17,  4.83s/it]
 25%|██▌       | 403/1587 [22:04<1:40:08,  5.08s/it]
 25%|██▌       | 404/1587 [22:08<1:37:09,  4.93s/it]
 26%|██▌       | 405/1587 [22:12<1:28:58,  4.52s/it]
 26%|██▌       | 406/1587 [22:16<1:24:26,  4.29s/it]
 26%|██▌       | 407/1587 [22:19<1:18:17,  3.98s/it]
 26%|██▌       | 408/1587 [22:22<1:14:15,  3.78s/it]
 26%|██▌       | 409/1587 [22:25<1:07:42,  3.45s/it]
 26%|██▌       | 410/1587 [22:27<1:02:26,  3.18s/it]
                                                    

 26%|██▌       | 410/1587 [22:27<1:02:26,  3.18s/it]
 26%|██▌       | 411/1587 [22:30<58:13,  2.97s/it]  
 26%|██▌       | 412/1587 [22:32<54:52,  2.80s/it]
 26%|██▌       | 413/1587 [22:35<54:02,  2.76s/it]
 26%|██▌       | 414/1587 [22:38<58:36,  3.00s/it]
 26%|██▌       | 415/1587 [22:42<1:03:35,  3.26s/it]
 26%|██▌       | 416/1587 [22:46<1:04:30,  3.30s/it]
 26%|██▋       | 417/1587 [22:49<1:04:51,  3.33s/it]
 26%|██▋       | 418/1587 [22:52<1:04:45,  3.32s/it]
 26%|██▋       | 419/1587 [22:56<1:04:23,  3.31s/it]
 26%|██▋       | 420/1587 [22:59<1:03:53,  3.29s/it]
                                                    

 26%|██▋       | 420/1587 [22:59<1:03:53,  3.29s/it]
 27%|██▋       | 421/1587 [23:02<1:03:17,  3.26s/it]
 27%|██▋       | 422/1587 [23:06<1:04:53,  3.34s/it]
 27%|██▋       | 423/1587 [23:09<1:03:42,  3.28s/it]
 27%|██▋       | 424/1587 [23:12<1:02:38,  3.23s/it]
 27%|██▋       | 425/1587 [23:15<1:01:39,  3.18s/it]
 27%|██▋       | 426/1587 [23:18<1:00:56,  3.15s/it]
 27%|██▋       | 427/1587 [23:21<1:00:16,  3.12s/it]
 27%|██▋       | 428/1587 [23:24<59:29,  3.08s/it]  
 27%|██▋       | 429/1587 [23:27<1:01:00,  3.16s/it]
 27%|██▋       | 430/1587 [23:30<59:47,  3.10s/it]  
                                                  

 27%|██▋       | 430/1587 [23:30<59:47,  3.10s/it]
 27%|██▋       | 431/1587 [23:33<58:34,  3.04s/it]
 27%|██▋       | 432/1587 [23:36<57:36,  2.99s/it]
 27%|██▋       | 433/1587 [23:39<56:45,  2.95s/it]
 27%|██▋       | 434/1587 [23:42<55:55,  2.91s/it]
 27%|██▋       | 435/1587 [23:45<55:10,  2.87s/it]
 27%|██▋       | 436/1587 [23:48<56:39,  2.95s/it]
 28%|██▊       | 437/1587 [23:51<55:25,  2.89s/it]
 28%|██▊       | 438/1587 [23:53<54:22,  2.84s/it]
 28%|██▊       | 439/1587 [23:56<53:23,  2.79s/it]
 28%|██▊       | 440/1587 [23:59<52:41,  2.76s/it]
                                                  

 28%|██▊       | 440/1587 [23:59<52:41,  2.76s/it]
 28%|██▊       | 441/1587 [24:01<51:58,  2.72s/it]
 28%|██▊       | 442/1587 [24:04<53:27,  2.80s/it]
 28%|██▊       | 443/1587 [24:07<52:09,  2.74s/it]
 28%|██▊       | 444/1587 [24:09<50:57,  2.67s/it]
 28%|██▊       | 445/1587 [24:12<49:53,  2.62s/it]
 28%|██▊       | 446/1587 [24:14<48:52,  2.57s/it]
 28%|██▊       | 447/1587 [24:17<47:56,  2.52s/it]
 28%|██▊       | 448/1587 [24:19<47:10,  2.48s/it]
 28%|██▊       | 449/1587 [24:22<51:52,  2.73s/it]
 28%|██▊       | 450/1587 [24:26<55:25,  2.92s/it]
                                                  

 28%|██▊       | 450/1587 [24:26<55:25,  2.92s/it]
 28%|██▊       | 451/1587 [24:33<1:17:11,  4.08s/it]
 28%|██▊       | 452/1587 [24:39<1:27:50,  4.64s/it]
 29%|██▊       | 453/1587 [24:45<1:35:28,  5.05s/it]
 29%|██▊       | 454/1587 [24:50<1:36:22,  5.10s/it]
 29%|██▊       | 455/1587 [24:54<1:31:15,  4.84s/it]
 29%|██▊       | 456/1587 [24:58<1:26:29,  4.59s/it]
 29%|██▉       | 457/1587 [25:02<1:21:06,  4.31s/it]
 29%|██▉       | 458/1587 [25:05<1:14:15,  3.95s/it]
 29%|██▉       | 459/1587 [25:08<1:07:47,  3.61s/it]
 29%|██▉       | 460/1587 [25:10<1:02:12,  3.31s/it]
                                                    

 29%|██▉       | 460/1587 [25:10<1:02:12,  3.31s/it]
 29%|██▉       | 461/1587 [25:13<57:38,  3.07s/it]  
 29%|██▉       | 462/1587 [25:15<53:56,  2.88s/it]
 29%|██▉       | 463/1587 [25:18<53:11,  2.84s/it]
 29%|██▉       | 464/1587 [25:21<53:52,  2.88s/it]
 29%|██▉       | 465/1587 [25:24<57:24,  3.07s/it]
 29%|██▉       | 466/1587 [25:28<59:28,  3.18s/it]
 29%|██▉       | 467/1587 [25:31<1:00:34,  3.25s/it]
 29%|██▉       | 468/1587 [25:34<1:01:02,  3.27s/it]
 30%|██▉       | 469/1587 [25:38<1:01:06,  3.28s/it]
 30%|██▉       | 470/1587 [25:41<1:02:58,  3.38s/it]
                                                    

 30%|██▉       | 470/1587 [25:41<1:02:58,  3.38s/it]
 30%|██▉       | 471/1587 [25:45<1:01:52,  3.33s/it]
 30%|██▉       | 472/1587 [25:48<1:01:00,  3.28s/it]
 30%|██▉       | 473/1587 [25:51<1:00:10,  3.24s/it]
 30%|██▉       | 474/1587 [25:54<59:26,  3.20s/it]  
 30%|██▉       | 475/1587 [25:57<58:43,  3.17s/it]
 30%|██▉       | 476/1587 [26:00<58:03,  3.14s/it]
 30%|███       | 477/1587 [26:04<59:26,  3.21s/it]
 30%|███       | 478/1587 [26:07<58:11,  3.15s/it]
 30%|███       | 479/1587 [26:10<56:58,  3.09s/it]
 30%|███       | 480/1587 [26:12<55:57,  3.03s/it]
                                                  

 30%|███       | 480/1587 [26:12<55:57,  3.03s/it]
 30%|███       | 481/1587 [26:15<55:08,  2.99s/it]
 30%|███       | 482/1587 [26:18<54:29,  2.96s/it]
 30%|███       | 483/1587 [26:21<55:49,  3.03s/it]
 30%|███       | 484/1587 [26:24<54:36,  2.97s/it]
 31%|███       | 485/1587 [26:27<53:32,  2.92s/it]
 31%|███       | 486/1587 [26:30<52:39,  2.87s/it]
 31%|███       | 487/1587 [26:33<51:53,  2.83s/it]
 31%|███       | 488/1587 [26:35<51:15,  2.80s/it]
 31%|███       | 489/1587 [26:38<50:41,  2.77s/it]
 31%|███       | 490/1587 [26:41<52:31,  2.87s/it]
                                                  

 31%|███       | 490/1587 [26:41<52:31,  2.87s/it]
 31%|███       | 491/1587 [26:44<51:35,  2.82s/it]
 31%|███       | 492/1587 [26:46<50:36,  2.77s/it]
 31%|███       | 493/1587 [26:49<49:36,  2.72s/it]
 31%|███       | 494/1587 [26:52<48:36,  2.67s/it]
 31%|███       | 495/1587 [26:54<47:44,  2.62s/it]
 31%|███▏      | 496/1587 [26:57<46:46,  2.57s/it]
 31%|███▏      | 497/1587 [26:59<47:55,  2.64s/it]
 31%|███▏      | 498/1587 [27:02<46:30,  2.56s/it]
 31%|███▏      | 499/1587 [27:04<46:53,  2.59s/it]
 32%|███▏      | 500/1587 [27:08<51:14,  2.83s/it]
                                                  

 32%|███▏      | 500/1587 [27:08<51:14,  2.83s/it]
 32%|███▏      | 501/1587 [27:15<1:14:22,  4.11s/it]
 32%|███▏      | 502/1587 [27:21<1:25:14,  4.71s/it]
 32%|███▏      | 503/1587 [27:27<1:33:58,  5.20s/it]
 32%|███▏      | 504/1587 [27:32<1:33:22,  5.17s/it]
 32%|███▏      | 505/1587 [27:36<1:25:57,  4.77s/it]
 32%|███▏      | 506/1587 [27:40<1:20:08,  4.45s/it]
 32%|███▏      | 507/1587 [27:44<1:15:33,  4.20s/it]
 32%|███▏      | 508/1587 [27:47<1:09:22,  3.86s/it]
 32%|███▏      | 509/1587 [27:49<1:03:30,  3.54s/it]
 32%|███▏      | 510/1587 [27:52<58:16,  3.25s/it]  
                                                  

 32%|███▏      | 510/1587 [27:52<58:16,  3.25s/it]
 32%|███▏      | 511/1587 [27:55<56:05,  3.13s/it]
 32%|███▏      | 512/1587 [27:57<52:11,  2.91s/it]
 32%|███▏      | 513/1587 [28:00<50:43,  2.83s/it]
 32%|███▏      | 514/1587 [28:03<54:26,  3.04s/it]
 32%|███▏      | 515/1587 [28:07<56:47,  3.18s/it]
 33%|███▎      | 516/1587 [28:10<58:05,  3.25s/it]
 33%|███▎      | 517/1587 [28:14<1:00:46,  3.41s/it]
 33%|███▎      | 518/1587 [28:17<1:00:27,  3.39s/it]
 33%|███▎      | 519/1587 [28:21<59:54,  3.37s/it]  
 33%|███▎      | 520/1587 [28:24<59:13,  3.33s/it]
                                                  

 33%|███▎      | 520/1587 [28:24<59:13,  3.33s/it]
 33%|███▎      | 521/1587 [28:27<58:32,  3.30s/it]
 33%|███▎      | 522/1587 [28:30<57:49,  3.26s/it]
 33%|███▎      | 523/1587 [28:34<57:12,  3.23s/it]
 33%|███▎      | 524/1587 [28:37<58:31,  3.30s/it]
 33%|███▎      | 525/1587 [28:40<57:18,  3.24s/it]
 33%|███▎      | 526/1587 [28:43<56:17,  3.18s/it]
 33%|███▎      | 527/1587 [28:46<55:27,  3.14s/it]
 33%|███▎      | 528/1587 [28:49<54:47,  3.10s/it]
 33%|███▎      | 529/1587 [28:52<54:15,  3.08s/it]
 33%|███▎      | 530/1587 [28:55<53:21,  3.03s/it]
                                                  

 33%|███▎      | 530/1587 [28:55<53:21,  3.03s/it]
 33%|███▎      | 531/1587 [28:58<54:32,  3.10s/it]
 34%|███▎      | 532/1587 [29:01<53:08,  3.02s/it]
 34%|███▎      | 533/1587 [29:04<52:01,  2.96s/it]
 34%|███▎      | 534/1587 [29:07<51:09,  2.91s/it]
 34%|███▎      | 535/1587 [29:10<50:20,  2.87s/it]
 34%|███▍      | 536/1587 [29:12<49:41,  2.84s/it]
 34%|███▍      | 537/1587 [29:15<49:03,  2.80s/it]
 34%|███▍      | 538/1587 [29:18<50:22,  2.88s/it]
 34%|███▍      | 539/1587 [29:21<49:15,  2.82s/it]
 34%|███▍      | 540/1587 [29:24<48:17,  2.77s/it]
                                                  

 34%|███▍      | 540/1587 [29:24<48:17,  2.77s/it]
 34%|███▍      | 541/1587 [29:26<47:30,  2.73s/it]
 34%|███▍      | 542/1587 [29:29<46:46,  2.69s/it]
 34%|███▍      | 543/1587 [29:31<46:04,  2.65s/it]
 34%|███▍      | 544/1587 [29:34<45:32,  2.62s/it]
 34%|███▍      | 545/1587 [29:37<47:03,  2.71s/it]
 34%|███▍      | 546/1587 [29:39<45:54,  2.65s/it]
 34%|███▍      | 547/1587 [29:42<44:57,  2.59s/it]
 35%|███▍      | 548/1587 [29:44<43:59,  2.54s/it]
 35%|███▍      | 549/1587 [29:47<42:48,  2.47s/it]
 35%|███▍      | 550/1587 [29:50<47:30,  2.75s/it]
                                                  

 35%|███▍      | 550/1587 [29:50<47:30,  2.75s/it]
 35%|███▍      | 551/1587 [29:57<1:09:07,  4.00s/it]
 35%|███▍      | 552/1587 [30:04<1:23:08,  4.82s/it]
 35%|███▍      | 553/1587 [30:09<1:27:11,  5.06s/it]
 35%|███▍      | 554/1587 [30:14<1:23:56,  4.88s/it]
 35%|███▍      | 555/1587 [30:17<1:18:38,  4.57s/it]
 35%|███▌      | 556/1587 [30:21<1:14:42,  4.35s/it]
 35%|███▌      | 557/1587 [30:25<1:08:46,  4.01s/it]
 35%|███▌      | 558/1587 [30:27<1:02:51,  3.66s/it]
 35%|███▌      | 559/1587 [30:30<59:26,  3.47s/it]  
 35%|███▌      | 560/1587 [30:33<54:31,  3.19s/it]
                                                  

 35%|███▌      | 560/1587 [30:33<54:31,  3.19s/it]
 35%|███▌      | 561/1587 [30:35<50:40,  2.96s/it]
 35%|███▌      | 562/1587 [30:38<47:36,  2.79s/it]
 35%|███▌      | 563/1587 [30:41<48:26,  2.84s/it]
 36%|███▌      | 564/1587 [30:44<51:54,  3.04s/it]
 36%|███▌      | 565/1587 [30:48<54:09,  3.18s/it]
 36%|███▌      | 566/1587 [30:52<57:20,  3.37s/it]
 36%|███▌      | 567/1587 [30:55<57:14,  3.37s/it]
 36%|███▌      | 568/1587 [30:58<56:57,  3.35s/it]
 36%|███▌      | 569/1587 [31:02<56:32,  3.33s/it]
 36%|███▌      | 570/1587 [31:05<55:58,  3.30s/it]
                                                  

 36%|███▌      | 570/1587 [31:05<55:58,  3.30s/it]
 36%|███▌      | 571/1587 [31:08<55:22,  3.27s/it]
 36%|███▌      | 572/1587 [31:11<56:41,  3.35s/it]
 36%|███▌      | 573/1587 [31:15<55:35,  3.29s/it]
 36%|███▌      | 574/1587 [31:18<54:33,  3.23s/it]
 36%|███▌      | 575/1587 [31:21<53:50,  3.19s/it]
 36%|███▋      | 576/1587 [31:24<52:58,  3.14s/it]
 36%|███▋      | 577/1587 [31:27<52:22,  3.11s/it]
 36%|███▋      | 578/1587 [31:30<51:45,  3.08s/it]
 36%|███▋      | 579/1587 [31:33<53:07,  3.16s/it]
 37%|███▋      | 580/1587 [31:36<51:59,  3.10s/it]
                                                  

 37%|███▋      | 580/1587 [31:36<51:59,  3.10s/it]
 37%|███▋      | 581/1587 [31:39<51:00,  3.04s/it]
 37%|███▋      | 582/1587 [31:42<50:06,  2.99s/it]
 37%|███▋      | 583/1587 [31:45<49:19,  2.95s/it]
 37%|███▋      | 584/1587 [31:48<48:40,  2.91s/it]
 37%|███▋      | 585/1587 [31:50<48:03,  2.88s/it]
 37%|███▋      | 586/1587 [31:54<49:16,  2.95s/it]
 37%|███▋      | 587/1587 [31:56<48:08,  2.89s/it]
 37%|███▋      | 588/1587 [31:59<47:06,  2.83s/it]
 37%|███▋      | 589/1587 [32:02<46:19,  2.79s/it]
 37%|███▋      | 590/1587 [32:04<45:42,  2.75s/it]
                                                  

 37%|███▋      | 590/1587 [32:04<45:42,  2.75s/it]
 37%|███▋      | 591/1587 [32:07<45:02,  2.71s/it]
 37%|███▋      | 592/1587 [32:10<46:18,  2.79s/it]
 37%|███▋      | 593/1587 [32:13<45:25,  2.74s/it]
 37%|███▋      | 594/1587 [32:15<44:34,  2.69s/it]
 37%|███▋      | 595/1587 [32:18<43:45,  2.65s/it]
 38%|███▊      | 596/1587 [32:20<42:55,  2.60s/it]
 38%|███▊      | 597/1587 [32:23<42:02,  2.55s/it]
 38%|███▊      | 598/1587 [32:25<41:10,  2.50s/it]
 38%|███▊      | 599/1587 [32:28<43:41,  2.65s/it]
 38%|███▊      | 600/1587 [32:31<47:14,  2.87s/it]
                                                  

 38%|███▊      | 600/1587 [32:31<47:14,  2.87s/it]
 38%|███▊      | 601/1587 [32:38<1:07:06,  4.08s/it]
 38%|███▊      | 602/1587 [32:44<1:16:24,  4.65s/it]
 38%|███▊      | 603/1587 [32:50<1:23:42,  5.10s/it]
 38%|███▊      | 604/1587 [32:56<1:24:59,  5.19s/it]
 38%|███▊      | 605/1587 [33:00<1:21:41,  4.99s/it]
 38%|███▊      | 606/1587 [33:04<1:16:19,  4.67s/it]
 38%|███▊      | 607/1587 [33:08<1:12:23,  4.43s/it]
 38%|███▊      | 608/1587 [33:11<1:05:50,  4.04s/it]
 38%|███▊      | 609/1587 [33:14<59:11,  3.63s/it]  
 38%|███▊      | 610/1587 [33:17<54:00,  3.32s/it]
                                                  

 38%|███▊      | 610/1587 [33:17<54:00,  3.32s/it]
 39%|███▊      | 611/1587 [33:19<49:53,  3.07s/it]
 39%|███▊      | 612/1587 [33:21<46:34,  2.87s/it]
 39%|███▊      | 613/1587 [33:24<45:52,  2.83s/it]
 39%|███▊      | 614/1587 [33:28<49:19,  3.04s/it]
 39%|███▉      | 615/1587 [33:31<51:25,  3.17s/it]
 39%|███▉      | 616/1587 [33:35<52:39,  3.25s/it]
 39%|███▉      | 617/1587 [33:38<53:11,  3.29s/it]
 39%|███▉      | 618/1587 [33:41<53:17,  3.30s/it]
 39%|███▉      | 619/1587 [33:45<53:04,  3.29s/it]
 39%|███▉      | 620/1587 [33:48<54:38,  3.39s/it]
                                                  

 39%|███▉      | 620/1587 [33:48<54:38,  3.39s/it]
 39%|███▉      | 621/1587 [33:51<53:34,  3.33s/it]
 39%|███▉      | 622/1587 [33:55<52:39,  3.27s/it]
 39%|███▉      | 623/1587 [33:58<51:53,  3.23s/it]
 39%|███▉      | 624/1587 [34:01<51:11,  3.19s/it]
 39%|███▉      | 625/1587 [34:04<50:29,  3.15s/it]
 39%|███▉      | 626/1587 [34:07<49:47,  3.11s/it]
 40%|███▉      | 627/1587 [34:10<50:54,  3.18s/it]
 40%|███▉      | 628/1587 [34:13<49:46,  3.11s/it]
 40%|███▉      | 629/1587 [34:16<48:53,  3.06s/it]
 40%|███▉      | 630/1587 [34:19<48:10,  3.02s/it]
                                                  

 40%|███▉      | 630/1587 [34:19<48:10,  3.02s/it]
 40%|███▉      | 631/1587 [34:22<47:34,  2.99s/it]
 40%|███▉      | 632/1587 [34:25<47:00,  2.95s/it]
 40%|███▉      | 633/1587 [34:28<46:26,  2.92s/it]
 40%|███▉      | 634/1587 [34:31<47:46,  3.01s/it]
 40%|████      | 635/1587 [34:34<46:43,  2.94s/it]
 40%|████      | 636/1587 [34:36<45:51,  2.89s/it]
 40%|████      | 637/1587 [34:39<45:09,  2.85s/it]
 40%|████      | 638/1587 [34:42<44:32,  2.82s/it]
 40%|████      | 639/1587 [34:45<43:57,  2.78s/it]
 40%|████      | 640/1587 [34:47<43:23,  2.75s/it]
                                                  

 40%|████      | 640/1587 [34:47<43:23,  2.75s/it]
 40%|████      | 641/1587 [34:50<44:50,  2.84s/it]
 40%|████      | 642/1587 [34:53<43:45,  2.78s/it]
 41%|████      | 643/1587 [34:56<42:41,  2.71s/it]
 41%|████      | 644/1587 [34:58<41:49,  2.66s/it]
 41%|████      | 645/1587 [35:01<41:02,  2.61s/it]
 41%|████      | 646/1587 [35:03<40:17,  2.57s/it]
 41%|████      | 647/1587 [35:05<39:31,  2.52s/it]
 41%|████      | 648/1587 [35:08<40:37,  2.60s/it]
 41%|████      | 649/1587 [35:11<42:03,  2.69s/it]
 41%|████      | 650/1587 [35:14<44:59,  2.88s/it]
                                                  

 41%|████      | 650/1587 [35:14<44:59,  2.88s/it]
 41%|████      | 651/1587 [35:21<1:03:54,  4.10s/it]
 41%|████      | 652/1587 [35:28<1:13:42,  4.73s/it]
 41%|████      | 653/1587 [35:33<1:19:02,  5.08s/it]
 41%|████      | 654/1587 [35:38<1:17:07,  4.96s/it]
 41%|████▏     | 655/1587 [35:42<1:12:21,  4.66s/it]
 41%|████▏     | 656/1587 [35:46<1:08:53,  4.44s/it]
 41%|████▏     | 657/1587 [35:49<1:02:54,  4.06s/it]
 41%|████▏     | 658/1587 [35:52<57:42,  3.73s/it]  
 42%|████▏     | 659/1587 [35:55<52:55,  3.42s/it]
 42%|████▏     | 660/1587 [35:57<48:57,  3.17s/it]
                                                  

 42%|████▏     | 660/1587 [35:57<48:57,  3.17s/it]
 42%|████▏     | 661/1587 [36:00<45:44,  2.96s/it]
 42%|████▏     | 662/1587 [36:03<44:55,  2.91s/it]
 42%|████▏     | 663/1587 [36:05<42:19,  2.75s/it]
 42%|████▏     | 664/1587 [36:08<44:37,  2.90s/it]
 42%|████▏     | 665/1587 [36:12<47:20,  3.08s/it]
 42%|████▏     | 666/1587 [36:15<48:59,  3.19s/it]
 42%|████▏     | 667/1587 [36:19<49:53,  3.25s/it]
 42%|████▏     | 668/1587 [36:22<51:56,  3.39s/it]
 42%|████▏     | 669/1587 [36:26<51:25,  3.36s/it]
 42%|████▏     | 670/1587 [36:29<50:51,  3.33s/it]
                                                  

 42%|████▏     | 670/1587 [36:29<50:51,  3.33s/it]
 42%|████▏     | 671/1587 [36:32<50:15,  3.29s/it]
 42%|████▏     | 672/1587 [36:35<49:42,  3.26s/it]
 42%|████▏     | 673/1587 [36:39<49:07,  3.22s/it]
 42%|████▏     | 674/1587 [36:42<48:26,  3.18s/it]
 43%|████▎     | 675/1587 [36:45<49:34,  3.26s/it]
 43%|████▎     | 676/1587 [36:48<48:31,  3.20s/it]
 43%|████▎     | 677/1587 [36:51<47:44,  3.15s/it]
 43%|████▎     | 678/1587 [36:54<46:57,  3.10s/it]
 43%|████▎     | 679/1587 [36:57<46:15,  3.06s/it]
 43%|████▎     | 680/1587 [37:00<45:34,  3.02s/it]
                                                  

 43%|████▎     | 680/1587 [37:00<45:34,  3.02s/it]
 43%|████▎     | 681/1587 [37:03<45:04,  2.98s/it]
 43%|████▎     | 682/1587 [37:06<46:16,  3.07s/it]
 43%|████▎     | 683/1587 [37:09<45:15,  3.00s/it]
 43%|████▎     | 684/1587 [37:12<44:25,  2.95s/it]
 43%|████▎     | 685/1587 [37:15<43:42,  2.91s/it]
 43%|████▎     | 686/1587 [37:17<43:04,  2.87s/it]
 43%|████▎     | 687/1587 [37:20<42:34,  2.84s/it]
 43%|████▎     | 688/1587 [37:23<42:01,  2.80s/it]
 43%|████▎     | 689/1587 [37:26<43:08,  2.88s/it]
 43%|████▎     | 690/1587 [37:29<42:07,  2.82s/it]
                                                  

 43%|████▎     | 690/1587 [37:29<42:07,  2.82s/it]
 44%|████▎     | 691/1587 [37:31<41:15,  2.76s/it]
 44%|████▎     | 692/1587 [37:34<40:32,  2.72s/it]
 44%|████▎     | 693/1587 [37:36<39:53,  2.68s/it]
 44%|████▎     | 694/1587 [37:39<39:19,  2.64s/it]
 44%|████▍     | 695/1587 [37:42<38:45,  2.61s/it]
 44%|████▍     | 696/1587 [37:44<39:49,  2.68s/it]
 44%|████▍     | 697/1587 [37:47<38:44,  2.61s/it]
 44%|████▍     | 698/1587 [37:49<37:44,  2.55s/it]
 44%|████▍     | 699/1587 [37:52<39:31,  2.67s/it]
 44%|████▍     | 700/1587 [37:56<42:36,  2.88s/it]
                                                  

 44%|████▍     | 700/1587 [37:56<42:36,  2.88s/it]
 44%|████▍     | 701/1587 [38:03<1:01:22,  4.16s/it]
 44%|████▍     | 702/1587 [38:09<1:11:03,  4.82s/it]
 44%|████▍     | 703/1587 [38:14<1:13:23,  4.98s/it]
 44%|████▍     | 704/1587 [38:19<1:11:27,  4.86s/it]
 44%|████▍     | 705/1587 [38:23<1:06:14,  4.51s/it]
 44%|████▍     | 706/1587 [38:27<1:04:01,  4.36s/it]
 45%|████▍     | 707/1587 [38:30<59:30,  4.06s/it]  
 45%|████▍     | 708/1587 [38:33<54:40,  3.73s/it]
 45%|████▍     | 709/1587 [38:36<51:45,  3.54s/it]
 45%|████▍     | 710/1587 [38:39<47:28,  3.25s/it]
                                                  

 45%|████▍     | 710/1587 [38:39<47:28,  3.25s/it]
 45%|████▍     | 711/1587 [38:41<44:06,  3.02s/it]
 45%|████▍     | 712/1587 [38:44<41:24,  2.84s/it]
 45%|████▍     | 713/1587 [38:46<39:18,  2.70s/it]
 45%|████▍     | 714/1587 [38:49<41:37,  2.86s/it]
 45%|████▌     | 715/1587 [38:53<44:19,  3.05s/it]
 45%|████▌     | 716/1587 [38:57<47:35,  3.28s/it]
 45%|████▌     | 717/1587 [39:00<48:07,  3.32s/it]
 45%|████▌     | 718/1587 [39:03<48:15,  3.33s/it]
 45%|████▌     | 719/1587 [39:07<48:06,  3.32s/it]
 45%|████▌     | 720/1587 [39:10<47:46,  3.31s/it]
                                                  

 45%|████▌     | 720/1587 [39:10<47:46,  3.31s/it]
 45%|████▌     | 721/1587 [39:13<47:20,  3.28s/it]
 45%|████▌     | 722/1587 [39:16<46:51,  3.25s/it]
 46%|████▌     | 723/1587 [39:20<48:00,  3.33s/it]
 46%|████▌     | 724/1587 [39:23<47:00,  3.27s/it]
 46%|████▌     | 725/1587 [39:26<46:03,  3.21s/it]
 46%|████▌     | 726/1587 [39:29<45:17,  3.16s/it]
 46%|████▌     | 727/1587 [39:32<44:36,  3.11s/it]
 46%|████▌     | 728/1587 [39:35<43:57,  3.07s/it]
 46%|████▌     | 729/1587 [39:38<43:20,  3.03s/it]
 46%|████▌     | 730/1587 [39:41<44:27,  3.11s/it]
                                                  

 46%|████▌     | 730/1587 [39:41<44:27,  3.11s/it]
